Link,Node_Start,Longitude_Start,Latitude_Start,Node_End,Longitude_End,Latitude_End,Length,,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Data8,Data9,Data10,Data11,Data12,Data13,Data14,Data15,Data16,Data17,Data18,Data19,Data20,Data21,Data22,Data23,Data24,Data25,Data26,Data27,Data28,Data29,Data30,Data31,Data32,Data33,Data34,Data35,Data36,Data37,Data38,Data39,Data40,Data41,Data42,Data43,Data44,Data45,Data46,Data47,Data48,Data49,Data50
3187,1014,103.9936314,30.64138601,986,103.9960972,30.63746196,494.9595688,,99.57275483,89.81121208,111.7150124,123.5254383,73.54171408,158.387062,80.41464225,80.855562,76.915618,65.67094162,71.75854811,63.63765885,70.39488347,70.63822692,131.3406226,72.92719432,69.15347144,165.7539021,189.5589838,84.2255951,72.86118561,78.01464307,89.12694076,86.74849072,85.08399709,80.05857264,91.71309657,119.1875885,177.5934666,111.7266415,84.03154511,93.4130772,101.5784008,119.3206104,74.94672207,80.35996947,75.03861511,77.40110346,69.53578332,93.53566654,90.07988678,91.61205387,129.5894144,108.9838635,168.4968745,95.20148428,79.90378689,128.6537507,129.6837298,75.55432331
3188,1014,103.9936314,30.64138601,1091,103.9913554,30.64443734,402.4217299,,64.15677163,59.42240474,69.71085085,59.42240474,64.15677163,56.32652518,85.72297205,59.86438957,85.00442242,48.13017368,52.46263629,77.05948019,62.4255315,77.05948019,81.61792832,69.7617124,58.37682582,63.72660826,63.72660826,74.07166057,80.61497211,77.20492388,78.87310717,78.03010064,78.87310717,78.87310717,83.98366537,75.51757925,72.43591138,72.07553371,72.43591138,89.42705109,80.03968109,80.03968109,80.03968109,69.85140924,84.22780393,76.36891026,80.10606733,78.94922221,78.94922221,49.16464573,50.39019922,50.39019922,57.08109644,57.08109644,61.64758415,61.64758415,67.34309019,74.19811665
3189,1015,104.0300293,30.65164912,488,104.0303879,30.65018741,165.6061356,,19.01697251,24.53424231,23.75227443,35.3817263,24.9477568,30.6183024,18.34406425,30.21193015,19.46187448,29.75950524,28.81498734,15.36551774,22.90072042,21.47630001,27.32691007,31.79637804,24.71221091,47.63105896,29.01129383,23.28836282,35.39923333,35.00090538,25.64224035,13.89701837,22.98902654,35.98684636,14.61230608,34.39512048,16.06959806,27.38205833,25.0233825,27.37291498,29.36857577,25.64224035,26.89669649,24.86682328,25.20854495,33.58772328,28.91280738,28.12179661,27.61700466,27.13001539,26.21733017,29.61782263,23.60727622,20.10732169,38.71312261,16.65313095,25.92096035,35.3817263
3190,1015,104.0300293,30.65164912,1646,104.0295853,30.65343078,201.99432,,19.96997896,29.08718208,29.08718208,29.08718208,27.36329452,24.44301015,25.83231091,24.44301015,21.41913261,21.41913261,20.57085013,20.98642286,20.98642286,37.873935,20.98642286,14.20272563,20.32647245,21.7068523,19.70676293,21.7068523,34.89345259,26.76406154,33.02859433,30.91092676,33.02859433,29.04845082,26.25196939,16.97035127,52.8857856,39.73658754,22.54820316,65.80810425,47.21945143,25.90901016,35.99898772,34.09986176,35.99898772,32.39107136,34.020096,28.66862022,25.66516066,26.22041654,26.81340531,46.43547586,26.81340531,22.44381333,27.96844431,27.37874819,20.48393104,25.24198619
3191,1015,104.0300293,30.65164912,1829,104.0243492,30.65209681,546.5316574,,113.0755153,113.729131,112.4293695,112.4293695,112.4293695,88.42759401,103.5533667,103.5533667,103.5533667,103.5533667,103.5533667,80.1431351,146.4650596,121.3578391,111.7773351,116.3707355,116.3707355,116.3707355,220.4497442,180.1658192,165.0826178,172.2947413,168.6115928,170.4332708,168.6115928,168.6115928,133.1650739,148.8065692,148.8065692,148.8065692,295.8667619,198.0191511,237.2502778,215.8667505,226.0539478,215.8667505,215.8667505,72.24653489,99.78938122,82.90086939,125.3193609,111.1066711,111.1066711,111.1066711,121.9533451,116.2776046,116.2776046,102.2085177,108.7900822,106.4900157
3192,1016,104.123009,30.63877907,117,104.1371922,30.63929681,1360.418285,,119.2394023,131.7964617,117.7689481,112.2155137,116.2306083,112.7748882,110.0315845,99.26344829,134.6726565,118.3522181,106.2426337,106.2201109,150.2942714,128.6457791,134.6759292,109.1543954,109.0619736,109.7292115,111.7386682,94.23458159,117.1737057,112.4435921,108.7911551,126.4665072,105.7990862,114.5957043,118.5009087,103.6403035,110.7577387,116.6506784,108.7834474,103.1609437,112.7807905,118.6081176,108.5386664,130.7074025,109.4714726,111.9384214,119.1526727,134.5116693,132.2407067,105.5383219,105.0537511,105.4545571,108.9679912,123.2168108,129.8180417,123.1530198,114.7450442,105.8920179
3193,1016,104.123009,30.63877907,606,104.1185063,30.64065262,478.8591703,,37.82692724,39.03036164,37.36271472,33.00896148,45.63581769,36.00612002,33.42783303,38.69207174,34.64991501,44.45314629,37.37775076,37.68529784,38.10410049,35.41463447,32.58496975,44.32057315,35.34238948,31.72930888,36.53681738,33.23434197,39.63984956,43.21004719,39.38451434,41.26449405,38.67088957,32.71144237,33.75953243,42.59642295,37.04695305,33.05432085,29.81300226,35.75014482,42.90069714,33.85160556,36.57083742,31.16407978,33.65461657,35.38783312,38.74461049,32.41862895,40.44561002,29.72870038,37.55758198,37.04565326,32.39325878,36.77358248,34.97875605,35.83299914,33.63002951,36.55413514
3194,1017,104.0431223,30.62203953,1003,104.0428371,30.62053527,168.94426,,21.28431622,35.57835873,27.22467932,23.61939169,37.63027601,31.5947707,25.3284471,19.7307165,35.00427833,30.53081796,31.11941538,37.56952238,36.60307664,24.78472044,29.97901841,37.11361318,36.97260401,52.13882006,39.17548058,30.75597148,26.51911535,37.77635627,21.38754277,21.78913707,35.42294624,31.5496997,31.5947707,26.79292231,33.14437798,34.5895357,40.38955193,21.04136268,25.53465431,30.18764735,33.40225187,53.52296886,22.12100084,19.710734,45.90183668,34.08748165,28.49598639,23.01605813,21.31989961,42.6889766,33.82912476,41.38583518,36.85662392,27.40241719,49.85240459,33.82016698
3195,1017,104.0431223,30.62203953,1173,104.0427743,30.62252235,63.05385226,,14.32137969,14.32137969,14.32137969,14.32137969,14.32137969,14.32137969,14.32137969,14.32137969,11.80722331,10.04397647,8.533604065,8.533604065,8.254322478,8.322414964,8.356884239,8.339613984,8.34824018,8.343924853,8.346081958,8.346081958,8.346081958,8.544311221,8.444033359,8.544311221,8.544311221,9.598049393,9.255611341,10.27121575,8.936766462,12.26993882,11.1613457,13.57720333,11.1613457,11.1613457,11.1613457,11.1613457,11.1613457,11.1613457,11.1613457,11.1613457,11.1613457,15.20896939,11.1613457,10.06624692,11.91568862,11.91568862,11.91568862,11.91568862,14.83620053,13.97960697
3196,1018,104.0847891,30.6093794,573,104.0836116,30.6089152,124.0511176,,10.98487581,10.25556388,11.83839007,11.88439171,14.77472472,11.79118531,15.70738504,22.42563138,14.67760829,17.09243325,18.3635971,20.11639745,14.88321919,22.86991121,14.20833246,19.4533479,16.91428179,13.14901584,18.98614532,17.91926905,25.98642485,14.78662468,13.39414012,15.69863933,13.64104434,16.48345987,14.99056841,16.19818728,16.44371979,16.66037107,13.5100533,15.52795631,14.61490013,14.75426784,21.19238129,12.90091237,22.32218996,16.7125804,11.56001948,12.68284672,10.78495285,13.19160439,12.79546541,13.55289579,17.9610292,32.91682224,9.942099001,10.51310447,16.18895993,21.41494764
3197,1018,104.0847891,30.6093794,1108,104.083316,30.61359505,488.0924974,,49.67160398,46.7141421,55.35148813,52.12755473,59.55205437,59.59581664,46.75076294,46.95914634,52.53635118,44.71897401,45.12290671,56.60410697,49.57094817,57.20278458,53.6429162,50.42655453,52.85651353,45.28887815,47.80927078,43.14629811,46.62504965,44.02599653,42.56298404,43.48666334,41.89052526,52.31508718,48.5008069,57.53701735,54.55803296,51.65911463,49.18671616,51.35087636,53.33033409,51.12609586,51.45739167,64.8965435,43.52930612,46.03751097,49.24747182,50.99907877,49.32057732,54.47295257,41.16557557,50.3646343,61.30301347,53.79490161,42.90195508,47.99973047,48.92586435,55.4077288
3198,1019,104.0494214,30.73264506,95,104.0492907,30.73539337,304.8576438,,28.28576076,28.28576076,23.70383408,19.63305041,16.42945386,24.33453476,31.11968386,32.15295462,28.5602607,29.48253909,30.23381591,21.14407307,22.26141009,25.57624938,30.23381591,26.90813477,23.00008769,29.18849781,27.71433125,25.47113473,26.66231443,30.21300806,24.99556397,30.82456446,33.12961503,30.30207558,30.04731356,31.63765108,33.23453759,28.78709718,30.57362152,32.68916141,31.32252721,30.63976852,34.2427716,39.34668128,39.71600405,36.52207684,36.52203234,36.52205459,37.07727336,33.87307153,34.4174843,34.24298007,34.24298038,42.08964585,34.24298038,36.78215392,35.46717898,35.7870287
3199,1019,104.0494214,30.73264506,1471,104.0558742,30.73252706,617.9361295,,68.97891678,68.97891678,68.97891678,83.31723094,75.47311505,79.20142648,77.29233672,78.23523697,77.99736173,77.87896572,77.93811876,77.90853103,77.92332209,77.92332209,77.92332209,139.0356291,96.93115757,96.93115757,96.93115757,96.93115757,96.93115757,96.93115757,96.93115757,96.93115757,96.93115757,96.93115757,96.93115757,96.93115757,96.93115757,96.93115757,96.93115757,96.93115757,96.93115757,96.93115757,96.93115757,96.93115757,96.93115757,96.93115757,96.93115757,96.93115757,96.93115757,119.5469807,135.3350611,126.9520428,131.0095862,128.9489034,129.4579726,129.7140175,129.5858686,129.6178821
3200,1019,104.0494214,30.73264506,1528,104.0496097,30.72806879,507.5159509,,53.30583292,53.30583292,56.65294336,61.46534645,43.34441572,62.30374845,78.24657059,78.24657059,79.06487228,79.90047039,112.0894125,58.43467238,76.82091479,71.21873989,68.7132777,69.94357883,69.32297003,69.63189164,69.47708743,69.51572392,69.53505827,69.52538975,69.53022369,69.52780663,69.52901514,69.52841089,69.528713,69.52856194,69.52863748,69.5285997,69.52861859,69.52860915,69.52861388,69.5286115,69.52861269,69.52861269,69.52861269,70.54275765,70.03201388,70.28645792,70.15900521,70.19082503,70.20674578,70.1987845,70.2027649,70.20077463,70.20127221,70.20152099,70.20139659,70.20142769
3201,1020,104.0927207,30.68269427,84,104.0946566,30.68181985,209.2367022,,45.83684349,71.7382979,34.5528499,52.43054253,53.46953881,35.19869757,65.61429686,21.70755412,36.56563728,49.80179358,33.93027603,38.56239563,57.12638021,43.92140688,36.79528888,41.90554258,35.44715896,59.71421175,44.73959722,60.26017023,32.09311392,58.71675829,32.48610091,44.57113183,33.15856762,31.76702102,47.77497639,41.87642129,30.14631775,63.4763029,46.49704493,58.24114393,31.57958822,35.01462535,53.99656831,43.54058543,49.23216522,106.091849,63.97045672,80.99485246,53.99656831,50.50541089,62.08121935,30.49603757,26.52296225,43.70902097,37.19763595,66.07474806,53.42213673,44.60045494
3202,1020,104.0927207,30.68269427,450,104.09088,30.67998414,348.2928019,,50.4907686,47.48547952,45.08239413,63.40780347,55.23586286,54.22071727,70.93941085,56.03817148,49.1707485,52.26025161,50.27986313,72.65034182,70.29315133,51.65207361,56.22664067,65.41847408,69.05692806,69.5298015,64.95050772,51.38746258,46.16121811,74.63417184,72.68719344,76.02955553,63.91100793,76.02955553,73.11102547,50.33031959,57.02113763,70.12785031,66.5931609,66.5931609,64.66498643,65.30490036,51.17771783,66.5931609,60.64590505,47.28550924,49.25659878,73.37247582,78.44759669,73.75612276,77.75839298,64.30020958,89.5610062,56.02252273,61.02469598,66.41176307,73.9555126,64.47339819
3203,1020,104.0927207,30.68269427,1170,104.0910147,30.68363489,193.8310893,,31.18623113,29.13536207,32.55638825,33.5880588,21.5367877,28.62148981,31.43206854,31.22111506,31.22111506,31.22111506,35.08696023,33.04134579,43.0735754,23.78836096,28.27930786,28.27930786,29.31385632,54.65733065,30.42697332,34.21946488,34.47588545,34.3471966,34.47588545,31.01297429,22.36512569,29.13536207,27.47212289,32.95357362,32.95357362,40.17995708,32.95357362,30.03408558,32.95357362,37.63710472,32.95357362,31.15142507,32.95357362,42.5482879,42.5482879,46.51946143,42.5482879,42.5482879,62.11797522,50.50363725,50.50363725,50.50363725,42.1202367,37.65064325,39.76022345,39.21097195
3204,1021,103.9748388,30.66471229,24,103.963491,30.66467205,1087.243613,,103.757781,98.65170865,93.03935383,111.5121654,111.5121654,75.06860389,53.36164972,180.2683711,143.6358535,130.035781,138.3371595,145.2796909,161.5718063,160.0849492,72.46054316,118.312892,134.7997637,187.9831153,102.5970382,121.4765915,133.4344434,183.8614831,147.9802271,76.94057582,105.3469195,111.43563,97.00314763,116.3731337,123.8968907,78.59592383,141.2280661,102.071599,59.3266693,74.69612608,126.8267394,101.6643378,124.2564129,128.5769331,136.3314875,81.09275566,145.6491072,164.056013,139.2909967,197.2448255,148.9651658,79.42526394,71.64265419,112.1813383,115.6994727,135.3053425
3205,1021,103.9748388,30.66471229,329,103.9742914,30.6685123,424.4185627,,40.74418202,40.74418202,44.91013135,47.37695584,31.20724726,51.0578722,58.65285319,58.65285319,43.34487449,47.37695584,50.03378881,47.3036169,49.19309631,34.14316929,38.08164064,44.10033022,48.9361434,38.27421908,38.62251834,64.06317928,43.12640234,49.75094585,40.31416427,44.89442192,57.76585352,44.46436743,48.69822552,43.02394703,36.80717728,44.38724492,45.10181451,40.80645437,44.92102384,46.05597063,44.56394908,44.56394908,49.77696038,46.53093876,55.56024821,29.84193019,68.10877382,46.2002064,55.16775039,60.51116141,52.36144022,49.93159561,37.19042984,44.47245627,51.18615832,61.11627303
