Link,Node_Start,Longitude_Start,Latitude_Start,Node_End,Longitude_End,Latitude_End,Length,,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Data8,Data9,Data10,Data11,Data12,Data13,Data14,Data15,Data16,Data17,Data18,Data19,Data20,Data21,Data22,Data23,Data24,Data25,Data26,Data27,Data28,Data29,Data30,Data31,Data32,Data33,Data34,Data35,Data36,Data37,Data38,Data39,Data40,Data41,Data42,Data43,Data44,Data45,Data46,Data47,Data48,Data49,Data50
2504,801,104.0753692,30.60061324,418,104.0785558,30.60016577,309.5056067,,13.83265281,15.87208239,26.35647981,17.47796367,32.15642667,20.80709961,20.74897922,28.40224787,20.59366388,23.87572045,21.83942539,17.94235401,22.52991946,22.74369431,22.74369431,17.02213289,41.88797685,23.60635983,23.60635983,23.60635983,22.82068989,24.45610588,23.61011144,17.34127363,23.81607501,23.92041024,23.92041024,25.17860573,30.44317443,26.57651006,28.37873758,27.44807228,28.37873758,27.90564756,28.78192274,17.50542316,22.52087285,22.45279968,15.88339535,24.55581673,17.89911942,24.55581673,24.36785531,24.67818791,22.11302772,22.70299006,23.00993572,22.85543238,22.93242381,22.89386337
2505,801,104.0753692,30.60061324,787,104.0751744,30.60399139,374.8628116,,32.13109814,41.86678765,42.80183285,42.78083375,47.4482082,20.47808986,45.26487113,53.13016227,18.41072472,32.9952597,27.24997036,22.12305118,20.05209691,22.58587651,21.78379535,28.93607337,36.42391692,24.71622934,28.63977338,47.10318052,31.67854746,25.13046782,38.78878058,27.48484973,34.51422306,26.26775906,38.99131922,28.17340546,44.7666987,20.98765353,18.3981748,35.58824161,31.43911381,22.02376372,29.41969927,29.34834139,32.37519685,27.15987163,23.675546,30.06698655,26.86475359,20.47808986,21.1025195,29.98282167,27.99805232,22.79571152,20.92257553,25.53464753,31.84314053,28.23707038
2506,801,104.0753692,30.60061324,1074,104.0750659,30.59133644,1028.549396,,80.49517012,80.49517012,80.49517012,78.64306887,110.037974,49.93631592,91.20142428,67.97205738,91.20142428,54.17377945,56.61739794,56.61739794,56.61739794,67.00344403,82.0560183,136.6338681,82.0560183,58.21977713,82.0560183,82.0560183,174.6593314,86.56406372,86.56406372,86.56406372,86.56406372,86.56406372,155.5789002,111.2362847,129.7228929,112.717742,112.717742,112.717742,112.717742,112.717742,112.717742,112.717742,112.717742,58.31146182,71.96847086,67.07930843,77.62636951,74.05555651,74.05555651,83.50874663,70.0620213,85.21928252,85.21928252,76.90088942,80.84667741,52.8590696
2507,801,104.0753692,30.60061324,1114,104.0715673,30.60028405,366.3130712,,23.50672115,26.31095632,43.89660104,43.11914081,55.25392693,22.97433896,45.07184471,20.14554012,20.14554012,20.14554012,19.76361268,21.23554036,20.14641945,28.35449501,20.14641945,27.96876047,27.96876047,27.96876047,27.96876047,27.96876047,27.96876047,27.96876047,27.96876047,27.96876047,27.96876047,27.96876047,27.96876047,27.96876047,27.96876047,27.96876047,27.96876047,27.96876047,27.96876047,27.96876047,27.96876047,27.96876047,27.96876047,27.96876047,27.96876047,27.96876047,27.96876047,27.96876047,27.96876047,27.96876047,27.96876047,27.96876047,27.96876047,27.96876047,27.96876047,27.96876047
2508,802,104.0496414,30.7228819,37,104.0557493,30.71706744,870.2509514,,86.70396934,86.70396934,86.70396934,78.83170706,72.2699752,67.37426721,72.2699752,73.99830942,81.37411494,75.81133515,74.59293869,73.41308553,70.56088795,80.91872815,75.38568499,78.05427406,75.38568499,103.8818489,82.79890122,89.54350625,76.85277628,90.30166601,94.66752559,92.5098363,113.5109937,78.5481046,71.5970752,74.91168961,73.21688749,74.05459306,88.50009675,73.84337469,73.84276917,73.84307193,91.37151371,81.6774528,86.25295659,83.90287163,85.06168516,84.47830462,84.76899119,84.69613217,84.65974959,84.65974941,83.92924861,77.19679898,80.09126778,78.61740088,79.34749072,78.61740088
2509,802,104.0496414,30.7228819,83,104.0467513,30.72074964,363.9071631,,42.48287919,46.89972986,48.20849263,43.58169618,48.20849263,48.20849263,36.82546134,48.20849263,48.20849263,48.20849263,39.07910062,45.1151284,30.66633397,37.48668108,33.7352377,31.50289263,39.10644141,35.05060862,34.82430284,34.93708926,34.88060488,34.90882422,34.89470885,34.90176511,34.89823662,34.90000077,34.89911867,34.89955972,23.54909852,27.15338117,26.87615931,28.52620114,27.23076635,24.61373015,42.56994517,31.13573717,30.55614883,30.55513098,30.5556399,30.55538543,42.29267127,97.52350775,35.62283454,42.28775277,39.84266886,34.47541545,34.47541545,34.47541545,34.47541545,34.47541545
2510,802,104.0496414,30.7228819,339,104.0469719,30.72484761,335.8573166,,37.70845755,38.69205261,58.5868608,37.75003207,34.52066637,36.63897999,36.63897999,36.63897999,39.9038396,36.63897999,28.78776999,36.63897999,27.10955919,31.22909186,29.47194003,30.12360859,30.12830001,30.46756664,30.29698357,30.38203567,30.33945001,30.36072791,30.35008523,30.36072791,30.35540564,31.24254108,29.20498405,29.41815912,28.25670839,28.58000542,29.41815912,28.49848958,28.49825589,26.86858533,30.77534431,30.91798216,30.84649834,30.88219888,30.86433829,30.873266,30.8688015,30.86991751,30.87047554,30.87019652,30.87033603,30.87030115,30.87028371,30.87029243,30.87029243,30.87029243
2511,803,104.0758539,30.68651263,621,104.073194,30.68752145,278.2390102,,23.76418592,18.94691873,34.32695122,24.07837588,15.95000695,32.20773108,30.44560598,23.33966066,23.34872813,47.32254031,25.25194378,24.69577014,43.45598424,29.28831686,34.6295743,33.16756413,29.6057272,61.45156053,49.02090229,27.59395142,34.50035948,28.49674073,32.00193089,36.01475728,28.37564977,34.39767983,25.88269862,22.82842221,39.20393099,28.25558355,77.64809587,88.64251652,35.42565647,28.61886962,24.67143933,25.7772362,24.8756731,30.5850515,31.18009142,27.44633242,26.42903527,18.0805133,25.42285372,32.52144275,19.03091394,24.80698697,28.07737734,19.37447653,24.31214652,22.28742231
2512,803,104.0758539,30.68651263,1194,104.0755086,30.68312123,377.322866,,36.20288243,36.22058043,38.70667334,47.82965907,39.35856045,40.1948409,42.55965486,40.1948409,42.34589836,39.89316645,43.31359029,59.83974967,41.16249447,42.10111235,42.8289332,43.27507161,37.51936744,45.70414557,30.5249959,30.5249959,30.5249959,30.5249959,30.5249959,30.5249959,30.5249959,30.5249959,30.5249959,30.5249959,30.5249959,30.5249959,30.5249959,30.5249959,30.5249959,30.5249959,30.5249959,30.5249959,30.5249959,30.5249959,30.5249959,30.5249959,30.5249959,38.92155638,45.1283162,41.79576362,43.39815711,43.39815711,43.39815711,51.25895538,47.00215632,49.03835082
2513,803,104.0758539,30.68651263,1374,104.0762716,30.6863729,42.90143123,,3.65571258,3.399816244,3.036149943,3.254903107,3.784261009,4.094576543,3.686775073,3.463327201,3.977231841,4.375216783,3.913857164,4.173387635,3.135942181,3.998653945,3.386795943,3.691145693,3.848757803,4.269635038,2.801726121,3.741290596,4.284811904,17.95873865,17.95873865,17.95873865,17.95873865,17.95873865,17.95873865,17.95873865,17.95873865,17.95873865,17.95873865,17.95873865,17.95873865,17.95873865,17.95873865,17.95873865,17.95873865,17.95873865,17.95873865,17.95873865,17.95873865,17.95873865,17.95873865,17.95873865,17.95873865,17.95873865,17.95873865,17.95873865,17.95873865,17.95873865
2514,804,103.9755348,30.65367442,433,103.9759777,30.64764778,669.2937082,,134.983605,50.02477844,60.14621442,77.04100238,71.55032961,69.03889254,45.03658597,48.09296107,66.32598856,69.23728016,61.66596288,63.81368145,58.34037166,69.10324369,61.34056389,69.27460484,65.96734701,61.71314105,99.48213664,68.52349377,62.25317729,71.80147691,63.4485148,73.96527479,73.2357857,53.18890396,70.31490319,84.65374965,63.49031224,51.66813473,63.4485148,64.16664047,74.07687956,83.83906917,77.3590251,63.11610608,133.1191906,74.53851043,78.27148944,73.90973465,76.02810463,62.42117486,73.01385908,73.53379499,71.75275013,67.42884374,69.87616885,60.43789338,83.2108676,73.68371099
2515,804,103.9755348,30.65367442,568,103.9805188,30.65092525,566.5000649,,59.33879567,41.97976351,58.66245458,55.19351106,62.59669225,65.60193755,50.20172447,49.74146911,53.62609081,57.90049638,50.88482634,65.47031248,63.29329034,50.62640216,48.76614619,56.44096588,47.57774543,51.75349127,42.52824899,53.22488648,50.21092081,49.0044109,47.26075953,55.44861973,55.19351106,44.82198316,49.60912769,55.55845013,50.06198794,46.10203225,45.30626569,50.38642107,53.06153648,49.71391152,64.33439223,51.3313466,49.71391152,58.47742605,58.83965853,49.41112903,56.24638659,49.77586707,47.89081051,46.70910195,54.50769677,48.15584967,46.3289467,59.04940099,55.29827098,61.22486441
2516,804,103.9755348,30.65367442,743,103.9625424,30.65991764,1424.284554,,157.5591342,103.7706759,147.4881172,138.7665601,157.3795087,131.9800359,100.6363964,106.0480743,105.7637045,113.7279449,135.9698858,148.1914565,127.468599,122.8012475,112.2197938,141.9028892,102.089087,113.8163018,102.774592,133.8170786,126.2394188,129.9178478,114.016664,146.9176044,100.4392634,122.8125603,109.7655744,133.9190178,122.5483842,115.9089231,109.3189765,122.5483842,122.5483842,124.9898467,123.7570754,139.897234,124.9898467,134.4016879,119.409045,116.4000998,151.8786847,109.8999491,120.9941646,117.4352071,224.8870348,124.5581531,116.4794274,139.9024391,139.0299456,153.9304832
